"epi_id","colectado","enviado","pais","estado","dias_hasta_el_envio"
"EPI_ISL_4199279",2021-08-09,2021-09-15,"Mexico","Aguascalientes",37
"EPI_ISL_4199501",2021-08-09,2021-09-15,"Mexico","Aguascalientes",37
"EPI_ISL_4199217",2021-08-09,2021-09-15,"Mexico","Aguascalientes",37
"EPI_ISL_4199498",2021-08-10,2021-09-15,"Mexico","Aguascalientes",36
"EPI_ISL_4199266",2021-08-10,2021-09-15,"Mexico","Aguascalientes",36
"EPI_ISL_4199487",2021-08-10,2021-09-15,"Mexico","Aguascalientes",36
"EPI_ISL_4199488",2021-08-10,2021-09-15,"Mexico","Aguascalientes",36
"EPI_ISL_4199272",2021-08-10,2021-09-15,"Mexico","Aguascalientes",36
"EPI_ISL_4199274",2021-08-10,2021-09-15,"Mexico","Aguascalientes",36
"EPI_ISL_4199253",2021-08-12,2021-09-15,"Mexico","Aguascalientes",34
"EPI_ISL_4199251",2021-08-11,2021-09-15,"Mexico","Aguascalientes",35
"EPI_ISL_4199252",2021-08-11,2021-09-15,"Mexico","Aguascalientes",35
"EPI_ISL_4199540",2021-08-11,2021-09-15,"Mexico","Aguascalientes",35
"EPI_ISL_4199500",2021-08-11,2021-09-15,"Mexico","Aguascalientes",35
"EPI_ISL_4199506",2021-08-12,2021-09-15,"Mexico","Aguascalientes",34
"EPI_ISL_4199495",2021-08-12,2021-09-15,"Mexico","Aguascalientes",34
"EPI_ISL_4199229",2021-08-13,2021-09-15,"Mexico","Aguascalientes",33
"EPI_ISL_1661977",2021-03-24,2021-04-21,"Mexico","Aguascalientes",28
"EPI_ISL_1661978",2021-03-30,2021-04-21,"Mexico","Aguascalientes",22
"EPI_ISL_2402074",2021-04-19,2021-06-04,"Mexico","Aguascalientes",46
"EPI_ISL_2402078",2021-04-21,2021-06-04,"Mexico","Aguascalientes",44
"EPI_ISL_2402125",2021-04-29,2021-06-04,"Mexico","Aguascalientes",36
"EPI_ISL_3805648",2021-07-29,2021-08-31,"Mexico","Aguascalientes",33
"EPI_ISL_3805755",2021-07-30,2021-08-31,"Mexico","Aguascalientes",32
"EPI_ISL_3805759",2021-07-31,2021-08-31,"Mexico","Aguascalientes",31
"EPI_ISL_4549813",2021-08-27,2021-09-28,"Mexico","Aguascalientes",32
"EPI_ISL_4549814",2021-08-27,2021-09-28,"Mexico","Aguascalientes",32
"EPI_ISL_2969861",2021-03-30,2021-07-16,"Mexico","Aguascalientes",108
"EPI_ISL_516608",2020-06-26,2020-08-21,"Mexico","BC",56
"EPI_ISL_913937",2020-11-25,2021-02-02,"Mexico","BC",69
"EPI_ISL_913942",2020-12-09,2021-02-02,"Mexico","BC",55
"EPI_ISL_913943",2020-12-09,2021-02-02,"Mexico","BC",55
"EPI_ISL_3373975",2021-06-28,2021-08-12,"Mexico","BC",45
"EPI_ISL_3373977",2021-06-29,2021-08-12,"Mexico","BC",44
"EPI_ISL_3373980",2021-07-03,2021-08-12,"Mexico","BC",40
"EPI_ISL_3373981",2021-07-04,2021-08-12,"Mexico","BC",39
"EPI_ISL_3373983",2021-06-29,2021-08-12,"Mexico","BC",44
"EPI_ISL_3373984",2021-06-30,2021-08-12,"Mexico","BC",43
"EPI_ISL_3373988",2021-07-03,2021-08-12,"Mexico","BC",40
"EPI_ISL_3373989",2021-06-28,2021-08-12,"Mexico","BC",45
"EPI_ISL_3373991",2021-06-29,2021-08-12,"Mexico","BC",44
"EPI_ISL_3373993",2021-07-03,2021-08-12,"Mexico","BC",40
"EPI_ISL_3373995",2021-06-29,2021-08-12,"Mexico","BC",44
"EPI_ISL_3373996",2021-07-02,2021-08-12,"Mexico","BC",41
"EPI_ISL_3373998",2021-07-03,2021-08-12,"Mexico","BC",40
"EPI_ISL_3374001",2021-07-02,2021-08-12,"Mexico","BC",41
"EPI_ISL_3374005",2021-06-28,2021-08-12,"Mexico","BC",45
"EPI_ISL_3374007",2021-06-29,2021-08-12,"Mexico","BC",44
"EPI_ISL_3374013",2021-06-29,2021-08-12,"Mexico","BC",44
"EPI_ISL_3374015",2021-07-04,2021-08-12,"Mexico","BC",39
"EPI_ISL_3374017",2021-06-28,2021-08-12,"Mexico","BC",45
"EPI_ISL_3374019",2021-06-29,2021-08-12,"Mexico","BC",44
"EPI_ISL_3374021",2021-07-03,2021-08-12,"Mexico","BC",40
"EPI_ISL_3374022",2021-07-06,2021-08-12,"Mexico","BC",37
"EPI_ISL_3374027",2021-07-03,2021-08-12,"Mexico","BC",40
"EPI_ISL_3374029",2021-07-04,2021-08-12,"Mexico","BC",39
"EPI_ISL_3374035",2021-07-03,2021-08-12,"Mexico","BC",40
"EPI_ISL_3374037",2021-07-04,2021-08-12,"Mexico","BC",39
"EPI_ISL_3912481",2021-07-07,2021-09-02,"Mexico","BC",57
"EPI_ISL_3912484",2021-07-06,2021-09-02,"Mexico","BC",58
"EPI_ISL_3912489",2021-07-07,2021-09-02,"Mexico","BC",57
"EPI_ISL_3912492",2021-07-06,2021-09-02,"Mexico","BC",58
"EPI_ISL_3912493",2021-07-06,2021-09-02,"Mexico","BC",58
"EPI_ISL_3912494",2021-07-06,2021-09-02,"Mexico","BC",58
"EPI_ISL_496339",2020-04-29,2020-07-24,"Mexico","BC",86
"EPI_ISL_496340",2020-04-28,2020-07-24,"Mexico","BC",87
"EPI_ISL_496341",2020-04-28,2020-07-24,"Mexico","BC",87
"EPI_ISL_496342",2020-04-28,2020-07-24,"Mexico","BC",87
"EPI_ISL_496343",2020-04-28,2020-07-24,"Mexico","BC",87
"EPI_ISL_496344",2020-04-28,2020-07-24,"Mexico","BC",87
"EPI_ISL_496345",2020-04-28,2020-07-24,"Mexico","BC",87
"EPI_ISL_496346",2020-04-28,2020-07-24,"Mexico","BC",87
"EPI_ISL_496347",2020-04-28,2020-07-24,"Mexico","BC",87
"EPI_ISL_496348",2020-04-28,2020-07-24,"Mexico","BC",87
"EPI_ISL_496349",2020-04-28,2020-07-24,"Mexico","BC",87
"EPI_ISL_496350",2020-04-28,2020-07-24,"Mexico","BC",87
"EPI_ISL_496351",2020-04-28,2020-07-24,"Mexico","BC",87
"EPI_ISL_496352",2020-04-27,2020-07-24,"Mexico","BC",88
"EPI_ISL_496353",2020-04-27,2020-07-24,"Mexico","BC",88
"EPI_ISL_496354",2020-04-27,2020-07-24,"Mexico","BC",88
"EPI_ISL_496355",2020-04-27,2020-07-24,"Mexico","BC",88
"EPI_ISL_496356",2020-04-25,2020-07-24,"Mexico","BC",90
"EPI_ISL_496357",2020-04-24,2020-07-24,"Mexico","BC",91
"EPI_ISL_496358",2020-04-24,2020-07-24,"Mexico","BC",91
"EPI_ISL_496359",2020-04-22,2020-07-24,"Mexico","BC",93
"EPI_ISL_496360",2020-04-22,2020-07-24,"Mexico","BC",93
"EPI_ISL_496361",2020-04-22,2020-07-24,"Mexico","BC",93
"EPI_ISL_496362",2020-04-22,2020-07-24,"Mexico","BC",93
"EPI_ISL_496363",2020-04-22,2020-07-24,"Mexico","BC",93
"EPI_ISL_496364",2020-04-22,2020-07-24,"Mexico","BC",93
"EPI_ISL_496365",2020-04-22,2020-07-24,"Mexico","BC",93
"EPI_ISL_496366",2020-04-22,2020-07-24,"Mexico","BC",93
"EPI_ISL_496367",2020-04-22,2020-07-24,"Mexico","BC",93
"EPI_ISL_496368",2020-04-21,2020-07-24,"Mexico","BC",94
"EPI_ISL_496369",2020-04-20,2020-07-24,"Mexico","BC",95
"EPI_ISL_496370",2020-03-27,2020-07-24,"Mexico","BC",119
"EPI_ISL_496371",2020-03-26,2020-07-24,"Mexico","BC",120
"EPI_ISL_496372",2020-03-26,2020-07-24,"Mexico","BC",120
"EPI_ISL_496373",2020-03-25,2020-07-24,"Mexico","BC",121
"EPI_ISL_496374",2020-04-29,2020-07-24,"Mexico","BC",86
"EPI_ISL_496375",2020-04-29,2020-07-24,"Mexico","BC",86
"EPI_ISL_496376",2020-04-29,2020-07-24,"Mexico","BC",86
"EPI_ISL_635479",2020-05-13,2020-11-13,"Mexico","BC",184
"EPI_ISL_635480",2020-05-14,2020-11-13,"Mexico","BC",183
"EPI_ISL_635481",2020-05-14,2020-11-13,"Mexico","BC",183
"EPI_ISL_635482",2020-05-14,2020-11-13,"Mexico","BC",183
"EPI_ISL_635483",2020-05-15,2020-11-13,"Mexico","BC",182
"EPI_ISL_635484",2020-05-15,2020-11-13,"Mexico","BC",182
"EPI_ISL_635485",2020-05-16,2020-11-13,"Mexico","BC",181
"EPI_ISL_635486",2020-05-19,2020-11-13,"Mexico","BC",178
"EPI_ISL_635487",2020-05-19,2020-11-13,"Mexico","BC",178
"EPI_ISL_635488",2020-05-20,2020-11-13,"Mexico","BC",177
"EPI_ISL_635489",2020-05-22,2020-11-13,"Mexico","BC",175
"EPI_ISL_635490",2020-05-22,2020-11-13,"Mexico","BC",175
"EPI_ISL_635491",2020-05-26,2020-11-13,"Mexico","BC",171
"EPI_ISL_635492",2020-05-26,2020-11-13,"Mexico","BC",171
"EPI_ISL_635493",2020-05-26,2020-11-13,"Mexico","BC",171
"EPI_ISL_635494",2020-05-26,2020-11-13,"Mexico","BC",171
"EPI_ISL_635495",2020-05-26,2020-11-13,"Mexico","BC",171
"EPI_ISL_635496",2020-05-26,2020-11-13,"Mexico","BC",171
"EPI_ISL_635497",2020-05-26,2020-11-13,"Mexico","BC",171
"EPI_ISL_635498",2020-05-29,2020-11-13,"Mexico","BC",168
"EPI_ISL_635499",2020-05-29,2020-11-13,"Mexico","BC",168
"EPI_ISL_635500",2020-05-29,2020-11-13,"Mexico","BC",168
"EPI_ISL_635501",2020-05-29,2020-11-13,"Mexico","BC",168
"EPI_ISL_635502",2020-05-29,2020-11-13,"Mexico","BC",168
"EPI_ISL_635503",2020-05-29,2020-11-13,"Mexico","BC",168
"EPI_ISL_635504",2020-05-30,2020-11-13,"Mexico","BC",167
"EPI_ISL_635505",2020-05-30,2020-11-13,"Mexico","BC",167
"EPI_ISL_635506",2020-06-01,2020-11-13,"Mexico","BC",165
"EPI_ISL_635507",2020-06-01,2020-11-13,"Mexico","BC",165
"EPI_ISL_635508",2020-06-03,2020-11-13,"Mexico","BC",163
"EPI_ISL_635509",2020-06-03,2020-11-13,"Mexico","BC",163
"EPI_ISL_635510",2020-06-05,2020-11-13,"Mexico","BC",161
"EPI_ISL_635511",2020-06-06,2020-11-13,"Mexico","BC",160
"EPI_ISL_635512",2020-06-08,2020-11-13,"Mexico","BC",158
"EPI_ISL_635513",2020-06-08,2020-11-13,"Mexico","BC",158
"EPI_ISL_635514",2020-06-08,2020-11-13,"Mexico","BC",158
"EPI_ISL_635515",2020-06-10,2020-11-13,"Mexico","BC",156
"EPI_ISL_635516",2020-06-12,2020-11-13,"Mexico","BC",154
"EPI_ISL_635517",2020-06-12,2020-11-13,"Mexico","BC",154
"EPI_ISL_635518",2020-06-15,2020-11-13,"Mexico","BC",151
"EPI_ISL_635519",2020-06-15,2020-11-13,"Mexico","BC",151
"EPI_ISL_635520",2020-06-15,2020-11-13,"Mexico","BC",151
"EPI_ISL_635521",2020-06-15,2020-11-13,"Mexico","BC",151
"EPI_ISL_635522",2020-06-15,2020-11-13,"Mexico","BC",151
"EPI_ISL_635523",2020-06-15,2020-11-13,"Mexico","BC",151
"EPI_ISL_635524",2020-06-16,2020-11-13,"Mexico","BC",150
"EPI_ISL_635525",2020-06-16,2020-11-13,"Mexico","BC",150
"EPI_ISL_635526",2020-06-16,2020-11-13,"Mexico","BC",150
"EPI_ISL_635527",2020-06-16,2020-11-13,"Mexico","BC",150
"EPI_ISL_635528",2020-06-16,2020-11-13,"Mexico","BC",150
"EPI_ISL_635529",2020-06-17,2020-11-13,"Mexico","BC",149
"EPI_ISL_635530",2020-06-17,2020-11-13,"Mexico","BC",149
"EPI_ISL_635531",2020-06-17,2020-11-13,"Mexico","BC",149
"EPI_ISL_635532",2020-06-18,2020-11-13,"Mexico","BC",148
"EPI_ISL_635533",2020-06-22,2020-11-13,"Mexico","BC",144
"EPI_ISL_635534",2020-06-22,2020-11-13,"Mexico","BC",144
"EPI_ISL_635535",2020-06-22,2020-11-13,"Mexico","BC",144
"EPI_ISL_635536",2020-06-23,2020-11-13,"Mexico","BC",143
"EPI_ISL_635537",2020-06-23,2020-11-13,"Mexico","BC",143
"EPI_ISL_635538",2020-06-23,2020-11-13,"Mexico","BC",143
"EPI_ISL_635539",2020-06-23,2020-11-13,"Mexico","BC",143
"EPI_ISL_635540",2020-06-24,2020-11-13,"Mexico","BC",142
"EPI_ISL_635541",2020-06-24,2020-11-13,"Mexico","BC",142
"EPI_ISL_635542",2020-06-24,2020-11-13,"Mexico","BC",142
"EPI_ISL_635543",2020-06-24,2020-11-13,"Mexico","BC",142
"EPI_ISL_635544",2020-06-25,2020-11-13,"Mexico","BC",141
"EPI_ISL_635545",2020-06-25,2020-11-13,"Mexico","BC",141
"EPI_ISL_635546",2020-06-25,2020-11-13,"Mexico","BC",141
"EPI_ISL_635547",2020-06-26,2020-11-13,"Mexico","BC",140
"EPI_ISL_635548",2020-06-27,2020-11-13,"Mexico","BC",139
"EPI_ISL_635549",2020-06-29,2020-11-13,"Mexico","BC",137
"EPI_ISL_635550",2020-06-29,2020-11-13,"Mexico","BC",137
"EPI_ISL_635551",2020-06-30,2020-11-13,"Mexico","BC",136
"EPI_ISL_635552",2020-07-01,2020-11-13,"Mexico","BC",135
"EPI_ISL_635553",2020-07-01,2020-11-13,"Mexico","BC",135
"EPI_ISL_635554",2020-07-01,2020-11-13,"Mexico","BC",135
"EPI_ISL_635555",2020-07-02,2020-11-13,"Mexico","BC",134
"EPI_ISL_635556",2020-07-02,2020-11-13,"Mexico","BC",134
"EPI_ISL_635557",2020-07-03,2020-11-13,"Mexico","BC",133
"EPI_ISL_635558",2020-07-03,2020-11-13,"Mexico","BC",133
"EPI_ISL_635559",2020-07-04,2020-11-13,"Mexico","BC",132
"EPI_ISL_635560",2020-07-04,2020-11-13,"Mexico","BC",132
"EPI_ISL_635561",2020-07-04,2020-11-13,"Mexico","BC",132
"EPI_ISL_635562",2020-07-04,2020-11-13,"Mexico","BC",132
"EPI_ISL_635563",2020-07-06,2020-11-13,"Mexico","BC",130
"EPI_ISL_635564",2020-07-06,2020-11-13,"Mexico","BC",130
"EPI_ISL_635565",2020-07-06,2020-11-13,"Mexico","BC",130
"EPI_ISL_635566",2020-07-06,2020-11-13,"Mexico","BC",130
"EPI_ISL_635567",2020-07-06,2020-11-13,"Mexico","BC",130
"EPI_ISL_635568",2020-07-07,2020-11-13,"Mexico","BC",129
"EPI_ISL_635569",2020-07-07,2020-11-13,"Mexico","BC",129
"EPI_ISL_635570",2020-07-08,2020-11-13,"Mexico","BC",128
"EPI_ISL_635571",2020-07-08,2020-11-13,"Mexico","BC",128
"EPI_ISL_635572",2020-07-08,2020-11-13,"Mexico","BC",128
"EPI_ISL_635573",2020-07-20,2020-11-13,"Mexico","BC",116
"EPI_ISL_635574",2020-07-16,2020-11-13,"Mexico","BC",120
"EPI_ISL_635575",2020-07-16,2020-11-13,"Mexico","BC",120
"EPI_ISL_635576",2020-07-24,2020-11-13,"Mexico","BC",112
"EPI_ISL_636113",2020-06-03,2020-11-13,"Mexico","BC",163
"EPI_ISL_636114",2020-06-04,2020-11-13,"Mexico","BC",162
"EPI_ISL_636115",2020-05-29,2020-11-13,"Mexico","BC",168
"EPI_ISL_636116",2020-06-12,2020-11-13,"Mexico","Sonora",154
"EPI_ISL_636117",2020-06-12,2020-11-13,"Mexico","BC",154
"EPI_ISL_636118",2020-05-27,2020-11-13,"Mexico","BC",170
"EPI_ISL_636119",2020-05-28,2020-11-13,"Mexico","BC",169
"EPI_ISL_636120",2020-06-12,2020-11-13,"Mexico","Sonora",154
"EPI_ISL_730127",2020-08-24,2020-12-23,"Mexico","BC",121
"EPI_ISL_730128",2020-08-24,2020-12-23,"Mexico","BC",121
"EPI_ISL_730129",2020-08-25,2020-12-23,"Mexico","BC",120
"EPI_ISL_730130",2020-08-24,2020-12-23,"Mexico","BC",121
"EPI_ISL_730131",2020-08-22,2020-12-23,"Mexico","BC",123
"EPI_ISL_730132",2020-08-25,2020-12-23,"Mexico","BC",120
"EPI_ISL_730133",2020-08-25,2020-12-23,"Mexico","BC",120
"EPI_ISL_730134",2020-08-25,2020-12-23,"Mexico","BC",120
"EPI_ISL_730135",2020-08-25,2020-12-23,"Mexico","BC",120
"EPI_ISL_730136",2020-08-22,2020-12-23,"Mexico","BC",123
"EPI_ISL_730197",2020-07-03,2020-12-23,"Mexico","BC",173
"EPI_ISL_730198",2020-07-04,2020-12-23,"Mexico","BC",172
"EPI_ISL_730199",2020-07-04,2020-12-23,"Mexico","BC",172
"EPI_ISL_730200",2020-07-07,2020-12-23,"Mexico","BC",169
"EPI_ISL_730201",2020-07-08,2020-12-23,"Mexico","BC",168
"EPI_ISL_730202",2020-07-08,2020-12-23,"Mexico","BC",168
"EPI_ISL_730203",2020-07-08,2020-12-23,"Mexico","BC",168
"EPI_ISL_730204",2020-07-08,2020-12-23,"Mexico","BC",168
"EPI_ISL_730205",2020-07-08,2020-12-23,"Mexico","BC",168
"EPI_ISL_730206",2020-07-11,2020-12-23,"Mexico","BC",165
"EPI_ISL_730207",2020-07-11,2020-12-23,"Mexico","BC",165
"EPI_ISL_730208",2020-07-17,2020-12-23,"Mexico","BC",159
"EPI_ISL_730209",2020-08-03,2020-12-23,"Mexico","BC",142
"EPI_ISL_730210",2020-08-08,2020-12-23,"Mexico","BC",137
"EPI_ISL_730211",2020-08-09,2020-12-23,"Mexico","BC",136
"EPI_ISL_730212",2020-08-13,2020-12-23,"Mexico","BC",132
"EPI_ISL_730213",2020-08-13,2020-12-23,"Mexico","BC",132
"EPI_ISL_730214",2020-08-20,2020-12-23,"Mexico","BC",125
"EPI_ISL_730215",2020-08-25,2020-12-23,"Mexico","BC",120
"EPI_ISL_730216",2020-08-25,2020-12-23,"Mexico","BC",120
"EPI_ISL_730217",2020-08-25,2020-12-23,"Mexico","BC",120
"EPI_ISL_730218",2020-08-25,2020-12-23,"Mexico","BC",120
"EPI_ISL_730219",2020-08-26,2020-12-23,"Mexico","BC",119
"EPI_ISL_730220",2020-08-26,2020-12-23,"Mexico","BC",119
"EPI_ISL_730221",2020-08-31,2020-12-23,"Mexico","BC",114
"EPI_ISL_730222",2020-08-02,2020-12-23,"Mexico","BC",143
"EPI_ISL_730223",2020-08-02,2020-12-23,"Mexico","BC",143
"EPI_ISL_730224",2020-08-02,2020-12-23,"Mexico","BC",143
"EPI_ISL_730225",2020-08-02,2020-12-23,"Mexico","BC",143
"EPI_ISL_730226",2020-08-02,2020-12-23,"Mexico","BC",143
"EPI_ISL_730227",2020-08-02,2020-12-23,"Mexico","BC",143
"EPI_ISL_730228",2020-08-02,2020-12-23,"Mexico","BC",143
"EPI_ISL_878212",2020-12-01,2021-01-27,"Mexico","BC",57
"EPI_ISL_878226",2020-12-01,2021-01-27,"Mexico","BC",57
"EPI_ISL_878300",2020-11-23,2021-01-27,"Mexico","BC",65
"EPI_ISL_878367",2020-11-30,2021-01-27,"Mexico","BC",58
"EPI_ISL_878375",2020-11-24,2021-01-27,"Mexico","BC",64
"EPI_ISL_878390",2020-11-24,2021-01-27,"Mexico","BC",64
"EPI_ISL_878400",2020-11-23,2021-01-27,"Mexico","BC",65
"EPI_ISL_878401",2020-11-23,2021-01-27,"Mexico","BC",65
"EPI_ISL_878404",2020-11-23,2021-01-27,"Mexico","BC",65
"EPI_ISL_878408",2020-11-23,2021-01-27,"Mexico","BC",65
"EPI_ISL_878437",2020-11-23,2021-01-27,"Mexico","BC",65
"EPI_ISL_879950",2020-11-30,2021-01-27,"Mexico","BC",58
"EPI_ISL_879977",2020-11-30,2021-01-27,"Mexico","BC",58
"EPI_ISL_962662",2021-01-12,2021-02-10,"Mexico","BC",29
"EPI_ISL_962663",2021-01-12,2021-02-10,"Mexico","BC",29
"EPI_ISL_1081416",2021-01-20,2021-02-26,"Mexico","BC",37
"EPI_ISL_1081423",2020-12-17,2021-02-26,"Mexico","BC",71
"EPI_ISL_1081424",2020-12-17,2021-02-26,"Mexico","BC",71
"EPI_ISL_1081425",2020-12-14,2021-02-26,"Mexico","BC",74
"EPI_ISL_1081426",2020-12-18,2021-02-26,"Mexico","BC",70
"EPI_ISL_1081427",2020-12-18,2021-02-26,"Mexico","BC",70
"EPI_ISL_1081428",2020-12-18,2021-02-26,"Mexico","BC",70
"EPI_ISL_1081429",2020-12-18,2021-02-26,"Mexico","BC",70
"EPI_ISL_1081430",2020-12-18,2021-02-26,"Mexico","BC",70
"EPI_ISL_1081431",2020-12-19,2021-02-26,"Mexico","BC",69
"EPI_ISL_1081432",2020-12-19,2021-02-26,"Mexico","BC",69
"EPI_ISL_1081433",2020-12-19,2021-02-26,"Mexico","BC",69
"EPI_ISL_1081434",2020-12-19,2021-02-26,"Mexico","BC",69
"EPI_ISL_1081435",2020-12-19,2021-02-26,"Mexico","BC",69
"EPI_ISL_1081436",2020-12-21,2021-02-26,"Mexico","BC",67
"EPI_ISL_1081437",2020-12-21,2021-02-26,"Mexico","BC",67
"EPI_ISL_1081438",2020-12-21,2021-02-26,"Mexico","BC",67
"EPI_ISL_1081439",2020-12-21,2021-02-26,"Mexico","BC",67
"EPI_ISL_1081440",2020-12-21,2021-02-26,"Mexico","BC",67
"EPI_ISL_1081441",2020-12-21,2021-02-26,"Mexico","BC",67
"EPI_ISL_1081442",2020-12-21,2021-02-26,"Mexico","BC",67
"EPI_ISL_1081443",2020-12-21,2021-02-26,"Mexico","BC",67
"EPI_ISL_1081444",2020-12-22,2021-02-26,"Mexico","BC",66
"EPI_ISL_1081445",2020-12-23,2021-02-26,"Mexico","BC",65
"EPI_ISL_1081446",2020-12-23,2021-02-26,"Mexico","BC",65
"EPI_ISL_1081447",2020-12-23,2021-02-26,"Mexico","BC",65
"EPI_ISL_1081448",2020-12-23,2021-02-26,"Mexico","BC",65
"EPI_ISL_1081449",2020-12-23,2021-02-26,"Mexico","BC",65
"EPI_ISL_1081450",2020-12-28,2021-02-26,"Mexico","BC",60
"EPI_ISL_1081451",2020-12-23,2021-02-26,"Mexico","BC",65
"EPI_ISL_1081452",2020-12-29,2021-02-26,"Mexico","BC",59
"EPI_ISL_1081453",2020-12-29,2021-02-26,"Mexico","BC",59
"EPI_ISL_1081454",2020-12-30,2021-02-26,"Mexico","BC",58
"EPI_ISL_1081455",2020-12-30,2021-02-26,"Mexico","BC",58
"EPI_ISL_1081456",2020-12-30,2021-02-26,"Mexico","BC",58
"EPI_ISL_1081473",2020-12-07,2021-02-26,"Mexico","BC",81
"EPI_ISL_1081474",2020-12-07,2021-02-26,"Mexico","BC",81
"EPI_ISL_1081475",2020-12-08,2021-02-26,"Mexico","BC",80
"EPI_ISL_1081476",2020-12-08,2021-02-26,"Mexico","BC",80
"EPI_ISL_1081477",2020-12-10,2021-02-26,"Mexico","BC",78
"EPI_ISL_1081478",2020-12-10,2021-02-26,"Mexico","BC",78
"EPI_ISL_1081479",2020-12-10,2021-02-26,"Mexico","BC",78
"EPI_ISL_1081480",2020-12-10,2021-02-26,"Mexico","BC",78
"EPI_ISL_1081481",2020-12-10,2021-02-26,"Mexico","BC",78
"EPI_ISL_1081482",2020-12-10,2021-02-26,"Mexico","BC",78
"EPI_ISL_1081483",2020-12-10,2021-02-26,"Mexico","BC",78
"EPI_ISL_1081484",2020-12-10,2021-02-26,"Mexico","BC",78
"EPI_ISL_1081485",2020-12-12,2021-02-26,"Mexico","BC",76
"EPI_ISL_1081486",2020-12-11,2021-02-26,"Mexico","BC",77
"EPI_ISL_1081487",2020-12-12,2021-02-26,"Mexico","BC",76
"EPI_ISL_1081488",2020-12-15,2021-02-26,"Mexico","BC",73
"EPI_ISL_1081489",2020-12-15,2021-02-26,"Mexico","BC",73
"EPI_ISL_1081490",2020-12-15,2021-02-26,"Mexico","BC",73
"EPI_ISL_1081491",2020-12-15,2021-02-26,"Mexico","BC",73
"EPI_ISL_1081492",2020-12-17,2021-02-26,"Mexico","BC",71
"EPI_ISL_1081493",2020-12-17,2021-02-26,"Mexico","BC",71
"EPI_ISL_1081494",2020-12-17,2021-02-26,"Mexico","BC",71
"EPI_ISL_1081495",2020-12-17,2021-02-26,"Mexico","BC",71
"EPI_ISL_1081506",2021-01-19,2021-02-26,"Mexico","BC",38
"EPI_ISL_1081544",2021-01-19,2021-02-26,"Mexico","BC",38
"EPI_ISL_1185929",2021-01-25,2021-03-09,"Mexico","BC",43
"EPI_ISL_1185931",2021-01-25,2021-03-09,"Mexico","BC",43
"EPI_ISL_1185934",2021-01-23,2021-03-09,"Mexico","BC",45
"EPI_ISL_1185935",2021-01-23,2021-03-09,"Mexico","BC",45
"EPI_ISL_1185936",2021-01-23,2021-03-09,"Mexico","BC",45
"EPI_ISL_1531778",2021-03-18,2021-04-10,"Mexico","BC",23
"EPI_ISL_1531787",2021-03-18,2021-04-10,"Mexico","BC",23
"EPI_ISL_1531807",2020-05-12,2021-04-10,"Mexico","BC",333
"EPI_ISL_1531808",2020-05-12,2021-04-10,"Mexico","BC",333
"EPI_ISL_1531809",2020-05-14,2021-04-10,"Mexico","BC",331
"EPI_ISL_1531810",2020-05-14,2021-04-10,"Mexico","BC",331
"EPI_ISL_1531811",2020-05-15,2021-04-10,"Mexico","BC",330
"EPI_ISL_1531812",2020-05-16,2021-04-10,"Mexico","BC",329
"EPI_ISL_1531813",2020-05-16,2021-04-10,"Mexico","BC",329
"EPI_ISL_1531814",2020-05-16,2021-04-10,"Mexico","BC",329
"EPI_ISL_1531815",2020-05-16,2021-04-10,"Mexico","BC",329
"EPI_ISL_1531816",2020-06-08,2021-04-10,"Mexico","BC",306
"EPI_ISL_1531817",2020-06-10,2021-04-10,"Mexico","BC",304
"EPI_ISL_1531818",2020-06-18,2021-04-10,"Mexico","BC",296
"EPI_ISL_1531819",2020-06-18,2021-04-10,"Mexico","BC",296
"EPI_ISL_1531820",2020-06-24,2021-04-10,"Mexico","BC",290
"EPI_ISL_1531821",2020-06-24,2021-04-10,"Mexico","BC",290
"EPI_ISL_1531822",2020-06-30,2021-04-10,"Mexico","BC",284
"EPI_ISL_1531823",2020-08-26,2021-04-10,"Mexico","BC",227
"EPI_ISL_1531824",2020-07-03,2021-04-10,"Mexico","BC",281
"EPI_ISL_1531825",2020-07-20,2021-04-10,"Mexico","BC",264
"EPI_ISL_1531826",2020-07-20,2021-04-10,"Mexico","BC",264
"EPI_ISL_1531827",2020-07-29,2021-04-10,"Mexico","BC",255
"EPI_ISL_1531828",2020-07-29,2021-04-10,"Mexico","BC",255
"EPI_ISL_1531829",2020-07-29,2021-04-10,"Mexico","BC",255
"EPI_ISL_1531830",2020-07-29,2021-04-10,"Mexico","BC",255
"EPI_ISL_1531831",2020-08-04,2021-04-10,"Mexico","BC",249
"EPI_ISL_1531832",2020-08-04,2021-04-10,"Mexico","BC",249
"EPI_ISL_1531833",2020-08-04,2021-04-10,"Mexico","BC",249
"EPI_ISL_1531834",2020-08-04,2021-04-10,"Mexico","BC",249
"EPI_ISL_1531835",2020-08-04,2021-04-10,"Mexico","BC",249
"EPI_ISL_1531836",2020-08-05,2021-04-10,"Mexico","BC",248
"EPI_ISL_1531837",2020-08-05,2021-04-10,"Mexico","BC",248
"EPI_ISL_1531838",2020-08-06,2021-04-10,"Mexico","BC",247
"EPI_ISL_1531839",2020-08-06,2021-04-10,"Mexico","BC",247
"EPI_ISL_1531840",2020-08-06,2021-04-10,"Mexico","BC",247
"EPI_ISL_1531841",2020-08-07,2021-04-10,"Mexico","BC",246
"EPI_ISL_1531842",2020-08-07,2021-04-10,"Mexico","BC",246
"EPI_ISL_1531843",2020-08-11,2021-04-10,"Mexico","BC",242
