"epi_id","colectado","enviado","pais","estado","dias_hasta_el_envio"
"EPI_ISL_3067808",2021-07-14,2021-07-24,"Mexico","Mexico City",10
"EPI_ISL_3067784",2021-07-14,2021-07-24,"Mexico","Mexico City",10
"EPI_ISL_3067737",2021-07-14,2021-07-24,"Mexico","Mexico City",10
"EPI_ISL_3067727",2021-07-14,2021-07-24,"Mexico","Mexico City",10
"EPI_ISL_3067790",2021-07-14,2021-07-24,"Mexico","Mexico City",10
"EPI_ISL_3067821",2021-07-03,2021-07-24,"Mexico","Mexico City",21
"EPI_ISL_3162231",2021-07-02,2021-08-02,"Mexico","Mexico City",31
"EPI_ISL_3162257",2021-07-15,2021-08-02,"Mexico","Mexico City",18
"EPI_ISL_3067866",2021-07-15,2021-07-24,"Mexico","Mexico City",9
"EPI_ISL_3067653",2021-07-15,2021-07-24,"Mexico","Mexico City",9
"EPI_ISL_3067846",2021-07-15,2021-07-24,"Mexico","Mexico City",9
"EPI_ISL_3067884",2021-07-15,2021-07-24,"Mexico","Mexico City",9
"EPI_ISL_3162258",2021-07-15,2021-08-02,"Mexico","Mexico City",18
"EPI_ISL_3067962",2021-07-15,2021-07-24,"Mexico","Mexico City",9
"EPI_ISL_3067667",2021-07-15,2021-07-24,"Mexico","Mexico City",9
"EPI_ISL_3067963",2021-07-15,2021-07-24,"Mexico","Mexico City",9
"EPI_ISL_3067728",2021-07-15,2021-07-24,"Mexico","Mexico City",9
"EPI_ISL_3067722",2021-07-15,2021-07-24,"Mexico","Mexico City",9
"EPI_ISL_3067827",2021-07-15,2021-07-24,"Mexico","Mexico City",9
"EPI_ISL_3067732",2021-07-15,2021-07-24,"Mexico","Mexico City",9
"EPI_ISL_3067840",2021-07-14,2021-07-24,"Mexico","Mexico City",10
"EPI_ISL_3067762",2021-07-14,2021-07-24,"Mexico","Mexico City",10
"EPI_ISL_3067860",2021-07-15,2021-07-24,"Mexico","Mexico City",9
"EPI_ISL_3067655",2021-07-15,2021-07-24,"Mexico","Mexico City",9
"EPI_ISL_3067822",2021-07-15,2021-07-24,"Mexico","Mexico City",9
"EPI_ISL_3067871",2021-07-15,2021-07-24,"Mexico","Mexico City",9
"EPI_ISL_3067750",2021-07-15,2021-07-24,"Mexico","Mexico City",9
"EPI_ISL_3067698",2021-07-04,2021-07-24,"Mexico","Mexico City",20
"EPI_ISL_3067964",2021-07-14,2021-07-24,"Mexico","Mexico City",10
"EPI_ISL_3067740",2021-07-14,2021-07-24,"Mexico","Mexico City",10
"EPI_ISL_3067965",2021-07-14,2021-07-24,"Mexico","Mexico City",10
"EPI_ISL_3067966",2021-07-14,2021-07-24,"Mexico","Mexico City",10
"EPI_ISL_3067967",2021-07-14,2021-07-24,"Mexico","Mexico City",10
"EPI_ISL_3067765",2021-07-15,2021-07-24,"Mexico","Mexico City",9
"EPI_ISL_3067781",2021-07-14,2021-07-24,"Mexico","Mexico City",10
"EPI_ISL_3067922",2021-07-13,2021-07-24,"Mexico","Mexico City",11
"EPI_ISL_3067832",2021-07-12,2021-07-24,"Mexico","Mexico City",12
"EPI_ISL_3067878",2021-07-16,2021-07-24,"Mexico","Mexico City",8
"EPI_ISL_3067864",2021-07-02,2021-07-24,"Mexico","Mexico City",22
"EPI_ISL_3067867",2021-07-16,2021-07-24,"Mexico","Mexico City",8
"EPI_ISL_3067968",2021-07-16,2021-07-24,"Mexico","Mexico City",8
"EPI_ISL_3067969",2021-07-16,2021-07-24,"Mexico","Mexico City",8
"EPI_ISL_3067919",2021-07-16,2021-07-24,"Mexico","Mexico City",8
"EPI_ISL_3067660",2021-07-16,2021-07-24,"Mexico","Mexico City",8
"EPI_ISL_3067654",2021-07-16,2021-07-24,"Mexico","Mexico City",8
"EPI_ISL_3067970",2021-07-01,2021-07-24,"Mexico","Mexico City",23
"EPI_ISL_3162259",2021-07-15,2021-08-02,"Mexico","Mexico City",18
"EPI_ISL_3067863",2021-07-15,2021-07-24,"Mexico","Mexico City",9
"EPI_ISL_3067971",2021-07-15,2021-07-24,"Mexico","Mexico City",9
"EPI_ISL_3067972",2021-07-15,2021-07-24,"Mexico","Mexico City",9
"EPI_ISL_3067872",2021-07-15,2021-07-24,"Mexico","Mexico City",9
"EPI_ISL_3067729",2021-07-15,2021-07-24,"Mexico","Mexico City",9
"EPI_ISL_3067973",2021-07-16,2021-07-24,"Mexico","Mexico City",8
"EPI_ISL_3067657",2021-07-15,2021-07-24,"Mexico","Mexico City",9
"EPI_ISL_3067754",2021-07-15,2021-07-24,"Mexico","Mexico City",9
"EPI_ISL_3067774",2021-07-15,2021-07-24,"Mexico","Mexico City",9
"EPI_ISL_3067887",2021-07-15,2021-07-24,"Mexico","Mexico City",9
"EPI_ISL_3067746",2021-07-16,2021-07-24,"Mexico","Mexico City",8
"EPI_ISL_3067764",2021-07-16,2021-07-24,"Mexico","Mexico City",8
"EPI_ISL_3067760",2021-07-16,2021-07-24,"Mexico","Mexico City",8
"EPI_ISL_3067901",2021-07-16,2021-07-24,"Mexico","Mexico City",8
"EPI_ISL_3067833",2021-07-16,2021-07-24,"Mexico","Mexico City",8
"EPI_ISL_3067886",2021-07-16,2021-07-24,"Mexico","Mexico City",8
"EPI_ISL_3067669",2021-07-16,2021-07-24,"Mexico","Mexico City",8
"EPI_ISL_3162260",2021-07-16,2021-08-02,"Mexico","Mexico City",17
"EPI_ISL_3067787",2021-07-16,2021-07-24,"Mexico","Mexico City",8
"EPI_ISL_3067715",2021-07-16,2021-07-24,"Mexico","Mexico City",8
"EPI_ISL_3067724",2021-07-16,2021-07-24,"Mexico","Mexico City",8
"EPI_ISL_3067944",2021-07-02,2021-07-24,"Mexico","Mexico City",22
"EPI_ISL_3067881",2021-07-16,2021-07-24,"Mexico","Mexico City",8
"EPI_ISL_3067751",2021-07-16,2021-07-24,"Mexico","Mexico City",8
"EPI_ISL_3067916",2021-07-16,2021-07-24,"Mexico","Mexico City",8
"EPI_ISL_3067752",2021-07-16,2021-07-24,"Mexico","Mexico City",8
"EPI_ISL_3067974",2021-07-16,2021-07-24,"Mexico","Mexico City",8
"EPI_ISL_3067939",2021-07-16,2021-07-24,"Mexico","Mexico City",8
"EPI_ISL_3067975",2021-07-16,2021-07-24,"Mexico","Mexico City",8
"EPI_ISL_3067923",2021-07-16,2021-07-24,"Mexico","Mexico City",8
"EPI_ISL_3067976",2021-07-16,2021-07-24,"Mexico","Mexico City",8
"EPI_ISL_3067977",2021-07-16,2021-07-24,"Mexico","Mexico City",8
"EPI_ISL_3067978",2021-07-16,2021-07-24,"Mexico","Mexico City",8
"EPI_ISL_3067652",2021-07-16,2021-07-24,"Mexico","Mexico City",8
"EPI_ISL_3067979",2021-07-16,2021-07-24,"Mexico","Mexico City",8
"EPI_ISL_3067711",2021-07-16,2021-07-24,"Mexico","Mexico City",8
"EPI_ISL_3067763",2021-07-16,2021-07-24,"Mexico","Mexico City",8
"EPI_ISL_3067741",2021-07-16,2021-07-24,"Mexico","Mexico City",8
"EPI_ISL_3067850",2021-07-16,2021-07-24,"Mexico","Mexico City",8
"EPI_ISL_3067745",2021-07-13,2021-07-24,"Mexico","Mexico City",11
"EPI_ISL_3067788",2021-07-13,2021-07-24,"Mexico","Mexico City",11
"EPI_ISL_3067918",2021-07-13,2021-07-24,"Mexico","Mexico City",11
"EPI_ISL_3067772",2021-07-13,2021-07-24,"Mexico","Mexico City",11
"EPI_ISL_3067847",2021-07-13,2021-07-24,"Mexico","Mexico City",11
"EPI_ISL_3162232",2021-07-03,2021-08-02,"Mexico","Mexico City",30
"EPI_ISL_3067792",2021-07-13,2021-07-24,"Mexico","Mexico City",11
"EPI_ISL_3067778",2021-07-13,2021-07-24,"Mexico","Mexico City",11
"EPI_ISL_3067794",2021-07-14,2021-07-24,"Mexico","Mexico City",10
"EPI_ISL_3067851",2021-07-03,2021-07-24,"Mexico","Mexico City",21
"EPI_ISL_3067757",2021-07-14,2021-07-24,"Mexico","Mexico City",10
"EPI_ISL_3067803",2021-07-14,2021-07-24,"Mexico","Mexico City",10
"EPI_ISL_3067734",2021-07-14,2021-07-24,"Mexico","Mexico City",10
"EPI_ISL_3162234",2021-07-03,2021-08-02,"Mexico","Mexico City",30
"EPI_ISL_3067885",2021-07-02,2021-07-24,"Mexico","Mexico City",22
"EPI_ISL_3067882",2021-07-03,2021-07-24,"Mexico","Mexico City",21
"EPI_ISL_3067804",2021-07-03,2021-07-24,"Mexico","Mexico City",21
"EPI_ISL_3067805",2021-07-02,2021-07-24,"Mexico","Mexico City",22
"EPI_ISL_3067842",2021-07-02,2021-07-24,"Mexico","Mexico City",22
"EPI_ISL_3067686",2021-07-03,2021-07-24,"Mexico","Mexico City",21
"EPI_ISL_3067806",2021-07-03,2021-07-24,"Mexico","Mexico City",21
"EPI_ISL_3067837",2021-07-02,2021-07-24,"Mexico","Mexico City",22
"EPI_ISL_3067681",2021-07-02,2021-07-24,"Mexico","Mexico City",22
"EPI_ISL_3067744",2021-07-03,2021-07-24,"Mexico","Mexico City",21
"EPI_ISL_3067857",2021-07-04,2021-07-24,"Mexico","Mexico City",20
"EPI_ISL_3067812",2021-07-03,2021-07-24,"Mexico","Mexico City",21
"EPI_ISL_3067689",2021-07-03,2021-07-24,"Mexico","Mexico City",21
"EPI_ISL_3067761",2021-07-02,2021-07-24,"Mexico","Mexico City",22
"EPI_ISL_3067707",2021-07-02,2021-07-24,"Mexico","Mexico City",22
"EPI_ISL_3067702",2021-07-03,2021-07-24,"Mexico","Mexico City",21
"EPI_ISL_3067903",2021-07-03,2021-07-24,"Mexico","Mexico City",21
"EPI_ISL_3162240",2021-07-05,2021-08-02,"Mexico","Mexico City",28
"EPI_ISL_3067883",2021-07-05,2021-07-24,"Mexico","Mexico City",19
"EPI_ISL_522982",2020-08-06,2020-08-26,"Mexico","Mexico City",20
"EPI_ISL_3160733",2021-07-17,2021-08-01,"Mexico","Mexico City",15
"EPI_ISL_3160736",2021-07-16,2021-08-01,"Mexico","Mexico City",16
"EPI_ISL_3160738",2021-07-16,2021-08-01,"Mexico","Mexico City",16
"EPI_ISL_3160743",2021-07-19,2021-08-01,"Mexico","Mexico City",13
"EPI_ISL_3160749",2021-07-19,2021-08-01,"Mexico","Mexico City",13
"EPI_ISL_3160645",2021-07-18,2021-08-01,"Mexico","Mexico City",14
"EPI_ISL_3160757",2021-07-19,2021-08-01,"Mexico","Mexico City",13
"EPI_ISL_3160765",2021-07-19,2021-08-01,"Mexico","Mexico City",13
"EPI_ISL_3160767",2021-07-20,2021-08-01,"Mexico","Mexico City",12
"EPI_ISL_3160647",2021-07-21,2021-08-01,"Mexico","Mexico City",11
"EPI_ISL_3160775",2021-07-19,2021-08-01,"Mexico","Mexico City",13
"EPI_ISL_3160779",2021-07-20,2021-08-01,"Mexico","Mexico City",12
"EPI_ISL_3160783",2021-07-19,2021-08-01,"Mexico","Mexico City",13
"EPI_ISL_3160787",2021-07-20,2021-08-01,"Mexico","Mexico City",12
"EPI_ISL_3160799",2021-07-20,2021-08-01,"Mexico","Mexico City",12
"EPI_ISL_3160652",2021-07-17,2021-08-01,"Mexico","Mexico City",15
"EPI_ISL_3160635",2021-07-15,2021-08-01,"Mexico","Mexico City",17
"EPI_ISL_3160867",2021-07-16,2021-08-01,"Mexico","Mexico City",16
"EPI_ISL_3160868",2021-07-16,2021-08-01,"Mexico","Mexico City",16
"EPI_ISL_3160869",2021-07-16,2021-08-01,"Mexico","Mexico City",16
"EPI_ISL_3160870",2021-07-16,2021-08-01,"Mexico","Mexico City",16
"EPI_ISL_3160871",2021-07-16,2021-08-01,"Mexico","Mexico City",16
"EPI_ISL_3160872",2021-07-17,2021-08-01,"Mexico","Mexico City",15
"EPI_ISL_3160658",2021-07-16,2021-08-01,"Mexico","Mexico City",16
"EPI_ISL_3160873",2021-07-17,2021-08-01,"Mexico","Mexico City",15
"EPI_ISL_3160874",2021-07-17,2021-08-01,"Mexico","Mexico City",15
"EPI_ISL_3160875",2021-07-21,2021-08-01,"Mexico","Mexico City",11
"EPI_ISL_3160876",2021-07-21,2021-08-01,"Mexico","Mexico City",11
"EPI_ISL_3160877",2021-07-21,2021-08-01,"Mexico","Mexico City",11
"EPI_ISL_3160878",2021-07-21,2021-08-01,"Mexico","Mexico City",11
"EPI_ISL_3160879",2021-07-21,2021-08-01,"Mexico","Mexico City",11
"EPI_ISL_3160880",2021-07-21,2021-08-01,"Mexico","Mexico City",11
"EPI_ISL_3160881",2021-07-22,2021-08-01,"Mexico","Mexico City",10
"EPI_ISL_3160882",2021-07-22,2021-08-01,"Mexico","Mexico City",10
"EPI_ISL_3160883",2021-07-22,2021-08-01,"Mexico","Mexico City",10
"EPI_ISL_3160884",2021-07-22,2021-08-01,"Mexico","Mexico City",10
"EPI_ISL_3160885",2021-07-21,2021-08-01,"Mexico","Mexico City",11
"EPI_ISL_3160886",2021-07-21,2021-08-01,"Mexico","Mexico City",11
"EPI_ISL_3160887",2021-07-21,2021-08-01,"Mexico","Mexico City",11
"EPI_ISL_3160888",2021-07-21,2021-08-01,"Mexico","Mexico City",11
"EPI_ISL_3160889",2021-07-21,2021-08-01,"Mexico","Mexico City",11
"EPI_ISL_3160890",2021-07-21,2021-08-01,"Mexico","Mexico City",11
"EPI_ISL_3160891",2021-07-22,2021-08-01,"Mexico","Mexico City",10
"EPI_ISL_3160892",2021-07-22,2021-08-01,"Mexico","Mexico City",10
"EPI_ISL_3160893",2021-07-23,2021-08-01,"Mexico","Mexico City",9
"EPI_ISL_3160894",2021-07-22,2021-08-01,"Mexico","Mexico City",10
"EPI_ISL_3160895",2021-07-21,2021-08-01,"Mexico","Mexico City",11
"EPI_ISL_3160896",2021-07-22,2021-08-01,"Mexico","Mexico City",10
"EPI_ISL_3160897",2021-07-22,2021-08-01,"Mexico","Mexico City",10
"EPI_ISL_3160898",2021-07-22,2021-08-01,"Mexico","Mexico City",10
"EPI_ISL_3160899",2021-07-22,2021-08-01,"Mexico","Mexico City",10
"EPI_ISL_3160900",2021-07-22,2021-08-01,"Mexico","Mexico City",10
"EPI_ISL_3160901",2021-07-22,2021-08-01,"Mexico","Mexico City",10
"EPI_ISL_3160902",2021-07-22,2021-08-01,"Mexico","Mexico City",10
"EPI_ISL_3160903",2021-07-22,2021-08-01,"Mexico","Mexico City",10
"EPI_ISL_3160904",2021-07-22,2021-08-01,"Mexico","Mexico City",10
"EPI_ISL_3160905",2021-07-22,2021-08-01,"Mexico","Mexico City",10
"EPI_ISL_3160906",2021-07-22,2021-08-01,"Mexico","Mexico City",10
"EPI_ISL_3160907",2021-07-22,2021-08-01,"Mexico","Mexico City",10
"EPI_ISL_3160908",2021-07-22,2021-08-01,"Mexico","Mexico City",10
"EPI_ISL_3160909",2021-07-23,2021-08-01,"Mexico","Mexico City",9
"EPI_ISL_3160910",2021-07-23,2021-08-01,"Mexico","Mexico City",9
"EPI_ISL_3160911",2021-07-23,2021-08-01,"Mexico","Mexico City",9
"EPI_ISL_3160912",2021-07-23,2021-08-01,"Mexico","Mexico City",9
"EPI_ISL_3160913",2021-07-23,2021-08-01,"Mexico","Mexico City",9
"EPI_ISL_3160914",2021-07-22,2021-08-01,"Mexico","Mexico City",10
"EPI_ISL_3160915",2021-07-22,2021-08-01,"Mexico","Mexico City",10
"EPI_ISL_3160916",2021-07-22,2021-08-01,"Mexico","Mexico City",10
"EPI_ISL_3160917",2021-07-23,2021-08-01,"Mexico","Mexico City",9
"EPI_ISL_3160918",2021-07-22,2021-08-01,"Mexico","Mexico City",10
"EPI_ISL_3160919",2021-07-23,2021-08-01,"Mexico","Mexico City",9
"EPI_ISL_3160920",2021-07-23,2021-08-01,"Mexico","Mexico City",9
"EPI_ISL_3160921",2021-07-22,2021-08-01,"Mexico","Mexico City",10
"EPI_ISL_3160922",2021-07-22,2021-08-01,"Mexico","Mexico City",10
"EPI_ISL_3160928",2021-07-22,2021-08-01,"Mexico","Mexico City",10
"EPI_ISL_3160929",2021-07-23,2021-08-01,"Mexico","Mexico City",9
"EPI_ISL_3160930",2021-07-23,2021-08-01,"Mexico","Mexico City",9
"EPI_ISL_3160931",2021-07-22,2021-08-01,"Mexico","Mexico City",10
"EPI_ISL_3160665",2021-07-16,2021-08-01,"Mexico","Mexico City",16
"EPI_ISL_3160672",2021-07-16,2021-08-01,"Mexico","Mexico City",16
"EPI_ISL_3160673",2021-07-17,2021-08-01,"Mexico","Mexico City",15
"EPI_ISL_3160675",2021-07-20,2021-08-01,"Mexico","Mexico City",12
"EPI_ISL_3160638",2021-07-18,2021-08-01,"Mexico","Mexico City",14
"EPI_ISL_3160683",2021-07-20,2021-08-01,"Mexico","Mexico City",12
"EPI_ISL_3160687",2021-07-16,2021-08-01,"Mexico","Mexico City",16
"EPI_ISL_3160691",2021-07-20,2021-08-01,"Mexico","Mexico City",12
"EPI_ISL_3160695",2021-07-16,2021-08-01,"Mexico","Mexico City",16
"EPI_ISL_3160702",2021-07-15,2021-08-01,"Mexico","Mexico City",17
"EPI_ISL_3160710",2021-07-15,2021-08-01,"Mexico","Mexico City",17
"EPI_ISL_3160642",2021-07-15,2021-08-01,"Mexico","Mexico City",17
"EPI_ISL_3160726",2021-07-17,2021-08-01,"Mexico","Mexico City",15
"EPI_ISL_3160729",2021-07-18,2021-08-01,"Mexico","Mexico City",14
"EPI_ISL_522983",2020-08-06,2020-08-26,"Mexico","Mexico City",20
"EPI_ISL_3371422",2021-07-23,2021-08-12,"Mexico","Mexico City",20
"EPI_ISL_3277551",2021-07-23,2021-08-08,"Mexico","Mexico City",16
"EPI_ISL_3277552",2021-07-23,2021-08-08,"Mexico","Mexico City",16
"EPI_ISL_3277553",2021-07-23,2021-08-08,"Mexico","Mexico City",16
"EPI_ISL_3277554",2021-07-23,2021-08-08,"Mexico","Mexico City",16
"EPI_ISL_3277555",2021-07-23,2021-08-08,"Mexico","Mexico City",16
"EPI_ISL_3277556",2021-07-23,2021-08-08,"Mexico","Mexico City",16
"EPI_ISL_3277557",2021-07-23,2021-08-08,"Mexico","Mexico City",16
"EPI_ISL_3371410",2021-07-23,2021-08-12,"Mexico","Mexico City",20
"EPI_ISL_3277544",2021-07-23,2021-08-08,"Mexico","Mexico City",16
"EPI_ISL_3277558",2021-07-26,2021-08-08,"Mexico","Mexico City",13
"EPI_ISL_3277720",2021-07-18,2021-08-08,"Mexico","Mexico City",21
"EPI_ISL_3277559",2021-07-23,2021-08-08,"Mexico","Mexico City",16
"EPI_ISL_3277728",2021-07-18,2021-08-08,"Mexico","Mexico City",21
"EPI_ISL_3277736",2021-07-18,2021-08-08,"Mexico","Mexico City",21
"EPI_ISL_3277560",2021-07-23,2021-08-08,"Mexico","Mexico City",16
"EPI_ISL_3277744",2021-07-18,2021-08-08,"Mexico","Mexico City",21
"EPI_ISL_3371426",2021-07-23,2021-08-12,"Mexico","Mexico City",20
"EPI_ISL_3277751",2021-07-18,2021-08-08,"Mexico","Mexico City",21
"EPI_ISL_3277752",2021-07-20,2021-08-08,"Mexico","Mexico City",19
"EPI_ISL_3277561",2021-07-23,2021-08-08,"Mexico","Mexico City",16
"EPI_ISL_3277765",2021-07-16,2021-08-08,"Mexico","Mexico City",23
"EPI_ISL_3277562",2021-07-23,2021-08-08,"Mexico","Mexico City",16
"EPI_ISL_3277767",2021-07-20,2021-08-08,"Mexico","Mexico City",19
"EPI_ISL_3277563",2021-07-23,2021-08-08,"Mexico","Mexico City",16
"EPI_ISL_3277783",2021-07-19,2021-08-08,"Mexico","Mexico City",20
"EPI_ISL_3277564",2021-07-23,2021-08-08,"Mexico","Mexico City",16
"EPI_ISL_3277791",2021-07-19,2021-08-08,"Mexico","Mexico City",20
"EPI_ISL_3277565",2021-07-24,2021-08-08,"Mexico","Mexico City",15
"EPI_ISL_3277796",2021-07-18,2021-08-08,"Mexico","Mexico City",21
"EPI_ISL_3277798",2021-07-28,2021-08-08,"Mexico","Mexico City",11
"EPI_ISL_3277799",2021-07-28,2021-08-08,"Mexico","Mexico City",11
"EPI_ISL_3277800",2021-07-28,2021-08-08,"Mexico","Mexico City",11
"EPI_ISL_3277801",2021-07-28,2021-08-08,"Mexico","Mexico City",11
"EPI_ISL_3277802",2021-07-28,2021-08-08,"Mexico","Mexico City",11
"EPI_ISL_3277803",2021-07-27,2021-08-08,"Mexico","Mexico City",12
"EPI_ISL_3277804",2021-07-28,2021-08-08,"Mexico","Mexico City",11
"EPI_ISL_3277566",2021-07-24,2021-08-08,"Mexico","Mexico City",15
"EPI_ISL_3277805",2021-07-28,2021-08-08,"Mexico","Mexico City",11
"EPI_ISL_3277806",2021-07-28,2021-08-08,"Mexico","Mexico City",11
"EPI_ISL_3277807",2021-07-28,2021-08-08,"Mexico","Mexico City",11
"EPI_ISL_3277808",2021-07-28,2021-08-08,"Mexico","Mexico City",11
"EPI_ISL_3277809",2021-07-28,2021-08-08,"Mexico","Mexico City",11
"EPI_ISL_3371415",2021-07-28,2021-08-12,"Mexico","Mexico City",15
"EPI_ISL_3277810",2021-07-28,2021-08-08,"Mexico","Mexico City",11
"EPI_ISL_3277811",2021-07-29,2021-08-08,"Mexico","Mexico City",10
"EPI_ISL_3277812",2021-07-29,2021-08-08,"Mexico","Mexico City",10
"EPI_ISL_3277813",2021-07-29,2021-08-08,"Mexico","Mexico City",10
"EPI_ISL_3277545",2021-07-23,2021-08-08,"Mexico","Mexico City",16
"EPI_ISL_3277567",2021-07-24,2021-08-08,"Mexico","Mexico City",15
"EPI_ISL_3277814",2021-07-29,2021-08-08,"Mexico","Mexico City",10
"EPI_ISL_3277815",2021-07-29,2021-08-08,"Mexico","Mexico City",10
"EPI_ISL_3277816",2021-07-29,2021-08-08,"Mexico","Mexico City",10
"EPI_ISL_3277817",2021-07-29,2021-08-08,"Mexico","Mexico City",10
"EPI_ISL_3277818",2021-07-29,2021-08-08,"Mexico","Mexico City",10
"EPI_ISL_3277819",2021-07-29,2021-08-08,"Mexico","Mexico City",10
"EPI_ISL_3277820",2021-07-29,2021-08-08,"Mexico","Mexico City",10
"EPI_ISL_3277821",2021-07-29,2021-08-08,"Mexico","Mexico City",10
"EPI_ISL_3277822",2021-07-29,2021-08-08,"Mexico","Mexico City",10
"EPI_ISL_3277568",2021-07-24,2021-08-08,"Mexico","Mexico City",15
"EPI_ISL_3277823",2021-07-28,2021-08-08,"Mexico","Mexico City",11
"EPI_ISL_3277824",2021-07-28,2021-08-08,"Mexico","Mexico City",11
"EPI_ISL_3277825",2021-07-28,2021-08-08,"Mexico","Mexico City",11
"EPI_ISL_3277826",2021-07-28,2021-08-08,"Mexico","Mexico City",11
"EPI_ISL_3277827",2021-07-29,2021-08-08,"Mexico","Mexico City",10
"EPI_ISL_3277828",2021-07-29,2021-08-08,"Mexico","Mexico City",10
"EPI_ISL_3277829",2021-07-28,2021-08-08,"Mexico","Mexico City",11
"EPI_ISL_3277830",2021-07-29,2021-08-08,"Mexico","Mexico City",10
"EPI_ISL_3277831",2021-07-30,2021-08-08,"Mexico","Mexico City",9
"EPI_ISL_3277569",2021-07-26,2021-08-08,"Mexico","Mexico City",13
"EPI_ISL_3277832",2021-07-30,2021-08-08,"Mexico","Mexico City",9
"EPI_ISL_3277833",2021-07-30,2021-08-08,"Mexico","Mexico City",9
"EPI_ISL_3277834",2021-07-30,2021-08-08,"Mexico","Mexico City",9
"EPI_ISL_3277835",2021-07-30,2021-08-08,"Mexico","Mexico City",9
"EPI_ISL_3277836",2021-07-30,2021-08-08,"Mexico","Mexico City",9
"EPI_ISL_3277837",2021-07-30,2021-08-08,"Mexico","Mexico City",9
"EPI_ISL_3277838",2021-07-30,2021-08-08,"Mexico","Mexico City",9
"EPI_ISL_3277839",2021-07-30,2021-08-08,"Mexico","Mexico City",9
"EPI_ISL_3277840",2021-07-30,2021-08-08,"Mexico","Mexico City",9
"EPI_ISL_3277841",2021-07-30,2021-08-08,"Mexico","Mexico City",9
"EPI_ISL_3277570",2021-07-26,2021-08-08,"Mexico","Mexico City",13
"EPI_ISL_3277842",2021-07-29,2021-08-08,"Mexico","Mexico City",10
"EPI_ISL_3277843",2021-07-29,2021-08-08,"Mexico","Mexico City",10
"EPI_ISL_3277844",2021-07-29,2021-08-08,"Mexico","Mexico City",10
"EPI_ISL_3277845",2021-07-29,2021-08-08,"Mexico","Mexico City",10
"EPI_ISL_3371413",2021-07-29,2021-08-12,"Mexico","Mexico City",14
"EPI_ISL_3277846",2021-07-30,2021-08-08,"Mexico","Mexico City",9
"EPI_ISL_3277847",2021-07-08,2021-08-08,"Mexico","Mexico City",31
"EPI_ISL_3277848",2021-07-26,2021-08-08,"Mexico","Mexico City",13
"EPI_ISL_3277850",2021-07-19,2021-08-08,"Mexico","Mexico City",20
"EPI_ISL_3277571",2021-07-26,2021-08-08,"Mexico","Mexico City",13
"EPI_ISL_3277851",2021-07-19,2021-08-08,"Mexico","Mexico City",20
"EPI_ISL_3277854",2021-07-21,2021-08-08,"Mexico","Mexico City",18
"EPI_ISL_3277855",2021-07-21,2021-08-08,"Mexico","Mexico City",18
"EPI_ISL_3277856",2021-07-21,2021-08-08,"Mexico","Mexico City",18
"EPI_ISL_3277572",2021-07-26,2021-08-08,"Mexico","Mexico City",13
"EPI_ISL_3277862",2021-07-25,2021-08-08,"Mexico","Mexico City",14
"EPI_ISL_3277866",2021-07-24,2021-08-08,"Mexico","Mexico City",15
"EPI_ISL_3277867",2021-07-24,2021-08-08,"Mexico","Mexico City",15
"EPI_ISL_3277868",2021-07-24,2021-08-08,"Mexico","Mexico City",15
"EPI_ISL_3277573",2021-07-26,2021-08-08,"Mexico","Mexico City",13
"EPI_ISL_3277869",2021-07-24,2021-08-08,"Mexico","Mexico City",15
"EPI_ISL_3277870",2021-07-24,2021-08-08,"Mexico","Mexico City",15
"EPI_ISL_3277874",2021-07-22,2021-08-08,"Mexico","Mexico City",17
"EPI_ISL_3277877",2021-07-26,2021-08-08,"Mexico","Mexico City",13
"EPI_ISL_3277574",2021-07-26,2021-08-08,"Mexico","Mexico City",13
"EPI_ISL_3277881",2021-07-24,2021-08-08,"Mexico","Mexico City",15
"EPI_ISL_3371409",2021-07-24,2021-08-12,"Mexico","Mexico City",19
"EPI_ISL_3277882",2021-07-24,2021-08-08,"Mexico","Mexico City",15
"EPI_ISL_3277883",2021-07-24,2021-08-08,"Mexico","Mexico City",15
"EPI_ISL_3277575",2021-07-26,2021-08-08,"Mexico","Mexico City",13
"EPI_ISL_3277576",2021-07-26,2021-08-08,"Mexico","Mexico City",13
"EPI_ISL_3277546",2021-07-23,2021-08-08,"Mexico","Mexico City",16
"EPI_ISL_3277577",2021-07-26,2021-08-08,"Mexico","Mexico City",13
"EPI_ISL_3277578",2021-07-26,2021-08-08,"Mexico","Mexico City",13
"EPI_ISL_3277579",2021-07-26,2021-08-08,"Mexico","Mexico City",13
"EPI_ISL_3277580",2021-07-26,2021-08-08,"Mexico","Mexico City",13
"EPI_ISL_3277581",2021-07-26,2021-08-08,"Mexico","Mexico City",13
"EPI_ISL_3277582",2021-07-26,2021-08-08,"Mexico","Mexico City",13
"EPI_ISL_3277583",2021-07-27,2021-08-08,"Mexico","Mexico City",12
"EPI_ISL_3277584",2021-07-27,2021-08-08,"Mexico","Mexico City",12
"EPI_ISL_3277585",2021-07-27,2021-08-08,"Mexico","Mexico City",12
"EPI_ISL_3277547",2021-07-23,2021-08-08,"Mexico","Mexico City",16
"EPI_ISL_3277586",2021-07-27,2021-08-08,"Mexico","Mexico City",12
"EPI_ISL_3277587",2021-07-27,2021-08-08,"Mexico","Mexico City",12
"EPI_ISL_3277588",2021-07-27,2021-08-08,"Mexico","Mexico City",12
"EPI_ISL_3277589",2021-07-27,2021-08-08,"Mexico","Mexico City",12
